p_stat_code,stat_code,stat_name,cycle,srch_yn,org_name
0000000110,0000000531,2.2.2. 2015년 실측표 기준,,N,
0000000531,0000000534,2.2.2.1. 파일 다운로드,,N,
0000000534,271Y001,2019 연장표,A,Y,한국은행
0000000534,271Y002,2018 연장표,A,Y,한국은행
0000000534,271Y003,2017 연장표,A,Y,한국은행
0000000534,271Y004,2016 연장표,A,Y,한국은행
0000000534,271Y005,2015 실측표,A,Y,한국은행
0000000534,271Y006,2015 지역표,A,Y,한국은행
0000000534,271Y007,2015-2010 연결표,A,Y,한국은행
0000000534,271Y018,2015 부문분류표,A,Y,한국은행
0000000534,271Y019,고용표,A,Y,한국은행
0000000531,0000000533,2.2.2.2. 데이터,,N,
0000000533,271Y008,"2.2.2.2.1. 투입산출표 총거래표(생산자가격, 대분류)",A,Y,한국은행
0000000533,271Y009,"2.2.2.2.2. 투입산출표 총투입계수표(생산자가격, 대분류)",A,Y,한국은행
0000000533,271Y010,"2.2.2.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)",A,Y,한국은행
0000000533,271Y011,"2.2.2.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)",A,Y,한국은행
0000000533,271Y012,"2.2.2.2.5. 투입산출표 부가가치유발계수표(생산자가격, 대분류)",A,Y,한국은행
0000000533,271Y013,"2.2.2.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)",A,Y,한국은행
0000000533,271Y014,"2.2.2.2.7. 투입산출표 고용유발계수표(생산자가격, 대분류)",A,Y,한국은행
0000000533,271Y015,"2.2.2.2.8. 공급표(기초가격, 대분류)",A,Y,한국은행
0000000533,271Y016,"2.2.2.2.9. 사용표(구매자가격, 대분류)",A,Y,한국은행
0000000533,271Y017,"2.2.2.2.10. 사용표(기초가격, 대분류)",A,Y,한국은행
0000000533,271Y068,"2.2.2.2.11. 투입산출표 총거래표(생산자가격, 중분류)",A,Y,한국은행
0000000533,271Y069,"2.2.2.2.12. 투입산출표 총투입계수표(생산자가격, 중분류)",A,Y,한국은행
0000000533,271Y070,"2.2.2.2.13. 투입산출표 생산유발계수표(생산자가격, 중분류)",A,Y,한국은행
0000000533,271Y071,"2.2.2.2.14. 투입산출표 수입유발계수표(생산자가격, 중분류)",A,Y,한국은행
0000000533,271Y072,"2.2.2.2.15. 투입산출표 부가가치유발계수표(생산자가격, 중분류)",A,Y,한국은행
0000000533,271Y073,"2.2.2.2.16. 투입산출표 취업유발계수표(생산자가격, 중분류)",A,Y,한국은행
0000000533,271Y074,"2.2.2.2.17. 투입산출표 고용유발계수표(생산자가격, 중분류)",A,Y,한국은행
0000000533,271Y075,"2.2.2.2.18. 공급표(기초가격, 중분류)",A,Y,한국은행
0000000533,271Y076,"2.2.2.2.19. 사용표(구매자가격, 중분류)",A,Y,한국은행
0000000533,271Y077,"2.2.2.2.20. 사용표(기초가격, 중분류)",A,Y,한국은행
0000000110,0000000532,2.2.3. 2010년 실측표 기준,,N,
0000000532,0000000536,2.2.3.1. 파일 다운로드,,N,
0000000536,271Y020,2014 연장표,A,Y,한국은행
0000000536,271Y021,2013 연장표,A,Y,한국은행
0000000536,271Y022,2012 연장표,A,Y,한국은행
0000000536,271Y023,2011 연장표,A,Y,한국은행
0000000536,271Y024,2010 실측표,A,Y,한국은행
0000000536,271Y025,2013 지역표,A,Y,한국은행
0000000536,271Y026,2010 지역표,A,Y,한국은행
0000000536,271Y027,2010 부문분류표,A,Y,한국은행
0000000536,271Y028,고용표,A,Y,한국은행
0000000110,0000000537,2.2.4. 2005년 실측표 기준,,N,
0000000537,0000000538,2.2.4.1. 파일 다운로드,,N,
0000000538,271Y029,2011 연장표,A,Y,한국은행
0000000538,271Y030,2010 연장표,A,Y,한국은행
0000000538,271Y031,2009 연장표,A,Y,한국은행
0000000538,271Y033,2009 연장표(불변가격),A,Y,한국은행
0000000538,271Y034,2008 연장표,A,Y,한국은행
0000000538,271Y035,2008 연장표(불변가격),A,Y,한국은행
0000000538,271Y036,2007 연장표,A,Y,한국은행
0000000538,271Y037,2007 연장표(불변가격),A,Y,한국은행
0000000538,271Y038,2006 연장표,A,Y,한국은행
0000000538,271Y039,2006 연장표(불변가격),A,Y,한국은행
0000000538,271Y040,2005-2000-1995 연결표,A,Y,한국은행
0000000538,271Y041,2005 실측표,A,Y,한국은행
0000000538,271Y042,2005 지역표,A,Y,한국은행
0000000110,0000000564,2.2.5. 2003년 실측표 기준,,N,
0000000564,0000000565,2.2.5.1. 파일 다운로드,,N,
0000000565,271Y043,2003 실측표,A,Y,한국은행
0000000565,271Y044,2003 지역표,A,Y,한국은행
0000000110,0000000566,2.2.6. 2000년 실측표 기준,,N,
0000000566,0000000567,2.2.6.1. 파일 다운로드,,N,
0000000567,271Y045,2000 실측표,A,Y,한국은행
0000000567,271Y046,2000-1995-1990 연결표,A,Y,한국은행
0000000110,0000000568,2.2.7. 1995년 실측표 기준,,N,
0000000568,0000000569,2.2.7.1. 파일 다운로드,,N,
0000000569,271Y047,1998 연장표,A,Y,한국은행
0000000569,271Y048,1995 실측표,A,Y,한국은행
0000000569,271Y049,1995-1990-1985 연결표,A,Y,한국은행
0000000110,0000000570,2.2.8. 1990년 실측표 기준,,N,
0000000570,0000000578,2.2.8.1. 파일 다운로드,,N,
0000000578,271Y050,1993 연장표,A,Y,한국은행
0000000578,271Y051,1990 실측표,A,Y,한국은행
0000000578,271Y052,1990-1985-1980 연결표,A,Y,한국은행
0000000110,0000000572,2.2.9. 1985년 실측표 기준,,N,
0000000572,0000000579,2.2.9.1. 파일 다운로드,,N,
0000000579,271Y053,1988 연장표,A,Y,한국은행
0000000579,271Y054,1987 연장표,A,Y,한국은행
0000000579,271Y055,1986 연장표,A,Y,한국은행
0000000579,271Y056,1985 실측표,A,Y,한국은행
0000000579,271Y057,1985-1980-1975 연결표,A,Y,한국은행
0000000110,0000000574,2.2.10. 1980년 실측표 기준,,N,
0000000574,0000000580,2.2.10.1. 파일 다운로드,,N,
0000000580,271Y058,1983 연장표,A,Y,한국은행
0000000580,271Y059,1980 실측표,A,Y,한국은행
0000000110,0000000576,2.2.11. 1975년 실측표 기준,,N,
0000000576,0000000581,2.2.11.1. 파일 다운로드,,N,
0000000581,271Y060,1978 연장표,A,Y,한국은행
0000000581,271Y061,1975 실측표,A,Y,한국은행
0000000110,0000000583,2.2.12. 1970년 실측표 기준,,N,
0000000583,0000000584,2.2.12.1. 파일 다운로드,,N,
0000000584,271Y062,1973 연장표,A,Y,한국은행
0000000584,271Y063,1970 실측표,A,Y,한국은행
0000000110,0000000585,2.2.13. 1966년 실측표 기준,,N,
0000000585,0000000588,2.2.13.1. 파일 다운로드,,N,
0000000588,271Y064,1968 연장표,A,Y,한국은행
0000000588,271Y065,1966 실측표,A,Y,한국은행
0000000110,0000000586,2.2.14. 1963년 실측표 기준,,N,
0000000586,0000000589,2.2.14.1. 파일 다운로드,,N,
0000000589,271Y066,1963 실측표,A,Y,한국은행
0000000110,0000000587,2.2.15. 1960년 실측표 기준,,N,
0000000587,0000000590,2.2.15.1. 파일 다운로드,,N,
0000000590,271Y067,1960 실측표,A,Y,한국은행
0000000066,0000000111,2.3. 자금순환표,,N,
0000000111,0000000112,2.3.1. 2009- (2008 SNA 기준),,N,
0000000112,283Y001,2.3.1.1. 주요지표(2009~),Q,Y,한국은행
0000000112,281Y001,2.3.1.2. 금융거래표(2009~),Q,Y,
0000000112,281Y002,2.3.1.3. 금융자산부채잔액표(2008~),Q,Y,
0000000112,0000000802,2.3.1.4. 상세채권통계(2018~),,N,
0000000802,0000000804,2.3.1.4.1. 채권발행표,,N,
0000000804,282Y001,2.3.1.4.1.1. 발행잔액(명목),Q,Y,한국은행
0000000804,282Y002,2.3.1.4.1.2. 발행잔액(시가),Q,Y,한국은행
0000000804,282Y003,2.3.1.4.1.3. 순발행액(시가),Q,Y,한국은행
0000000802,0000000805,2.3.1.4.2. 채권보유표,,N,
0000000805,282Y004,2.3.1.4.2.1. 보유잔액(시가),Q,Y,한국은행
0000000805,282Y005,2.3.1.4.2.2. 순취득액(시가),Q,Y,한국은행
0000000802,282Y006,"2.3.1.4.3. 채권발행-보유관계표(잔액, 시가)",Q,Y,한국은행
0000000111,0000000115,2.3.2. 2002-2013 (1993 SNA 기준),,N,
0000000115,281Y006,2.3.2.1. 금융거래표(2003~2013),Q,Y,
0000000115,281Y007,2.3.2.2. 금융자산부채잔액표(2002~),Q,Y,
0000000111,0000000118,2.3.3. 1975-2005 (1968 SNA 기준),,N,
0000000118,281Y004,2.3.3.1. 금융거래표(1975~2005),Q,Y,
0000000118,281Y005,2.3.3.2. 금융자산부채잔액표(1975~2005),Q,Y,
0000000111,0000000121,2.3.4. 1969-1974 (1968 SNA 기준),,N,
0000000121,281Y011,2.3.4.1. 금융거래표(1970~1974),A,Y,
0000000121,281Y012,2.3.4.2. 금융자산부채잔액표(1969~1974),A,Y,
0000000111,0000000124,2.3.5. 1962-1970 (1953 SNA 기준),,N,
0000000124,281Y009,2.3.5.1. 금융거래표(1963~1970),A,Y,
0000000124,281Y010,2.3.5.2. 금융자산부채잔액표(1962~1970),A,Y,
0000000066,0000000940,2.4. 국민대차대조표(2020년 기준년),,N,
0000000940,0000000941,2.4.1. 자산별 자본스톡,,N,
0000000941,0000000942,2.4.1.1. 자산별 순자본스톡,,N,
0000000942,291Y501,"2.4.1.1.1. 자산별 순자본스톡(명목, 연말기준)",A,Y,
0000000942,291Y502,"2.4.1.1.2. 자산별 순자본스톡(실질, 연말기준)",A,Y,
0000000941,0000000943,2.4.1.2. 자산별 생산자본스톡,,N,
0000000943,291Y503,"2.4.1.2.1. 자산별 생산자본스톡(명목, 연말기준)",A,Y,
0000000943,291Y504,"2.4.1.2.2. 자산별 생산자본스톡(실질, 연말기준)",A,Y,
0000000940,0000000944,2.4.2. 제도부문별 대차대조표,,N,
0000000944,291Y505,"2.4.2.1. 제도부문별 대차대조표(명목, 연말기준)",A,Y,
0000000944,291Y506,2.4.2.2. 자산/부채의 증감(명목),A,Y,
0000000944,291Y507,2.4.2.3. 순자산 증감(명목),A,Y,
0000000940,0000000945,2.4.3. 제도부문별 순자본스톡,,N,
0000000945,291Y508,"2.4.3.1. 제도부문별 순자본스톡(명목, 연말기준)",A,Y,
0000000940,0000000946,2.4.4. 제도부문별 비금융자산별 보유손익(명목),,N,
0000000946,291Y509,2.4.4.1. 제도부문별 비금융자산별 명목보유손익(명목),A,Y,
0000000946,291Y510,2.4.4.2. 제도부문별 비금융자산별 중립보유손익(명목),A,Y,
0000000946,291Y511,2.4.4.3. 제도부문별 비금융자산별 실질보유손익(명목),A,Y,
0000000940,0000000947,2.4.5. 제도부문별 생산자본스톡,,N,
0000000947,291Y512,"2.4.5.1. 제도부문별 생산자본스톡(명목, 연말기준)",A,Y,
0000000947,291Y513,"2.4.5.2. 제도부문별 생산자본스톡(실질, 연말기준)",A,Y,
0000000940,0000000948,2.4.6. 제도부문별 자본서비스물량지수,,N,
0000000948,291Y514,2.4.6.1. 제도부문별 연쇄라스파이레스 자본서비스물량지수,A,Y,
0000000948,291Y515,2.4.6.2. 제도부문별 연쇄통크비스트 자본서비스물량지수,A,Y,
0000000948,291Y516,"2.4.6.3. 제도부문별 자본사용자비용 비중(명목, %)",A,Y,
0000000940,0000000949,2.4.7. 경제활동별 순자본스톡,,N,
0000000949,291Y517,"2.4.7.1. 경제활동별 순자본스톡(명목, 연말기준)",A,Y,
0000000949,291Y518,"2.4.7.2. 경제활동별 순자본스톡(실질, 연말기준)",A,Y,
0000000940,0000000950,2.4.8. 경제활동별 생산자본스톡,,N,
0000000950,291Y519,"2.4.8.1. 경제활동별 생산자본스톡(명목, 연말기준)",A,Y,
0000000950,291Y520,"2.4.8.2. 경제활동별 생산자본스톡(실질, 연말기준)",A,Y,
0000000940,0000000951,2.4.9. 경제활동별 자본서비스물량지수,,N,
0000000951,291Y521,2.4.9.1. 경제활동별 연쇄라스파이레스 자본서비스물량지수,A,Y,
0000000951,291Y522,2.4.9.2. 경제활동별 연쇄통크비스트 자본서비스물량지수,A,Y,
0000000951,291Y523,"2.4.9.3. 경제활동별 자본사용자비용 비중(명목, %)",A,Y,
0000000940,291Y524,"2.4.10. 시도별 주택 시가총액(명목, 연말기준)",A,Y,
0000000940,291Y525,"2.4.11. 시도별 토지자산 순자본스톡(명목, 연말기준)",A,Y,
0000000066,0000000157,2.5. 국제수지표,,N,
0000000157,0000000158,2.5.1. 국제수지,,N,
0000000158,301Y013,2.5.1.1. 국제수지,M,Y,한국은행
0000000158,301Y017,2.5.1.2. 경상수지(계절조정),M,Y,한국은행
0000000158,301Y014,2.5.1.3. 서비스무역세분류통계,M,Y,한국은행
0000000158,301Y015,2.5.1.4. 지역별 경상수지,A,Y,한국은행
0000000158,301Y016,2.5.1.5. 지역별 자본수지/금융계정,A,Y,한국은행
0000000157,0000000159,2.5.2. 지식서비스 무역통계,,N,
0000000159,0000000160,2.5.2.1. 지식서비스 무역통계 (일반분류),,N,
0000000160,304Y101,2.5.2.1.1. 지식서비스 무역통계(유형별),Q,Y,
0000000160,304Y102,2.5.2.1.2. 지식서비스 무역통계(산업별),Q,Y,
0000000160,304Y103,2.5.2.1.3. 지식서비스 무역통계(기관형태별),Q,Y,
0000000160,304Y104,2.5.2.1.4. 지식서비스 무역통계(지역별),Q,Y,
0000000160,0000000152,2.5.2.1.5. 지식서비스 무역통계(교차통계),,N,
0000000152,304Y108,파일 다운로드,S,Y,
0000000159,0000000161,2.5.2.2. ICT 산업 특수분류,,N,
0000000161,304Y105,2.5.2.2.1. ICT 산업 특수분류(ICT산업별),Q,Y,
0000000161,0000000153,2.5.2.2.2. ICT 산업 특수분류(교차통계),,N,
0000000153,304Y109,파일 다운로드,S,Y,
0000000159,0000000162,2.5.2.3. 콘텐츠 산업 특수분류,,N,
0000000162,304Y106,2.5.2.3.1. 콘텐츠 산업 특수분류(콘텐츠산업별),Q,Y,
0000000162,0000000154,2.5.2.3.2. 콘텐츠 산업 특수분류(교차통계),,N,
0000000154,304Y110,파일 다운로드,S,Y,
0000000159,0000000163,2.5.2.4. 지식재산권 무역수지,,N,
0000000163,304Y107,2.5.2.4.1. 지식재산권 무역수지(유형별),Q,Y,
0000000163,0000000155,2.5.2.4.2. 지식재산권 무역수지(교차통계),,N,
0000000155,304Y111,파일 다운로드,S,Y,
0000000066,0000000167,2.6. 국제투자대조표/대외채권채무,,N,
0000000167,0000000168,2.6.1. 국제투자대조표,,N,
0000000168,311Y001,2.6.1.1. 국제투자대조표(IIP),Q,Y,한국은행
0000000168,311Y002,2.6.1.2. 지역별 국제투자대조표,A,Y,한국은행
0000000168,311Y003,2.6.1.3. 통화별 국제투자대조표,A,Y,한국은행
0000000167,0000000172,2.6.2. 대외채무/채권,,N,
0000000172,311Y004,2.6.2.1. 대외채무,Q,Y,
0000000172,311Y005,2.6.2.2. 대외채권,Q,Y,
0000000172,311Y006,2.6.2.3. 순대외채권,Q,Y,한국은행
*,0000000176,3. 환율/통관수출입/외환보유액,,N,
0000000176,0000000177,3.1. 환율,,N,
0000000177,0000000178,3.1.1. 일일환율,,N,
0000000178,731Y001,3.1.1.1. 주요국 통화의 대원화환율,D,Y,서울외국환중개
0000000178,731Y002,3.1.1.2. 주요국 통화의 대미달러환율,D,Y,서울외국환중개
0000000178,731Y003,"3.1.1.3. 원화의 대미달러, 원화의 대위안/대엔 환율",D,Y,한국은행
0000000177,0000000182,3.1.2. 평균환율/기말환율,,N,
0000000182,731Y004,3.1.2.1. 주요국 통화의 대원화환율,M,Y,한국은행
0000000182,731Y005,3.1.2.2. 주요국 통화의 대미달러환율,M,Y,한국은행
0000000182,731Y006,"3.1.2.3. 원화의 대미달러, 원화의 대위안/대엔 환율",M,Y,한국은행
0000000176,0000000186,3.2. 통관기준 수출입,,N,
0000000186,901Y118,3.2.1. 수출입 총괄,M,Y,
0000000186,901Y119,3.2.2. 대륙별 수출입,M,Y,
0000000186,901Y121,3.2.3. 국가별 수출입,M,Y,
0000000186,901Y092,3.2.4. 성질별 수출입,M,Y,관세청(125)
0000000186,0000000190,3.2.5. 결제통화별 수출입,,N,
0000000190,0000000191,"3.2.5.1. 결제통화별 수출",,N,
0000000191,303Y001,3.2.5.1.1. 지역별 결제통화(수출),M,Y,
0000000191,303Y002,3.2.5.1.2. 국가별 결제통화(수출),M,Y,한국은행
0000000191,303Y003,"3.2.5.1.3. 지역별,국가별 원화결제(수출)",M,Y,한국은행
0000000190,0000000192,3.2.5.2. 결제통화별 수입,,N,
0000000192,303Y004,3.2.5.2.1. 지역별 결제통화(수입),M,Y,한국은행
0000000192,303Y005,3.2.5.2.2. 국가별 결제통화(수입),M,Y,한국은행
0000000192,303Y006,"3.2.5.2.3. 지역별,국가별 원화결제(수입)",M,Y,한국은행
0000000176,0000000193,3.3. 무역지수/교역조건지수(2020=100),,N,
0000000193,0000000194,3.3.1. 수출입 금액/물량지수,,N,
0000000194,0000000195,3.3.1.1. 수출 금액/물량지수,,N,
0000000195,403Y001,3.3.1.1.1. 수출금액지수,M,Y,한국은행
0000000195,403Y002,3.3.1.1.2. 수출물량지수,M,Y,한국은행
0000000194,0000000196,3.3.1.2. 수입 금액/물량지수,,N,
0000000196,403Y003,3.3.1.2.1. 수입금액지수,M,Y,한국은행
0000000196,403Y004,3.3.1.2.2. 수입물량지수,M,Y,한국은행
0000000193,403Y005,3.3.2. 교역조건지수,M,Y,한국은행
0000000176,0000000198,3.4. 해외투자/차관,,N,
0000000198,901Y060,3.4.1. 해외직접투자,M,Y,한국수출입은행(02-6255-5712)
0000000198,901Y061,3.4.2. 외국인직접투자,Q,Y,산업통상자원부(1577-0900)
0000000176,732Y001,3.5. 외환보유액,M,Y,한국은행
*,0000000202,4. 물가,,N,
0000000202,0000000203,4.1. 생산자물가지수(2020=100),,N,
0000000203,0000000204,4.1.1. 생산자물가지수,,N,
0000000204,404Y014,4.1.1.1. 생산자물가지수(기본분류),M,Y,
0000000204,404Y015,4.1.1.2. 생산자물가지수(특수분류),M,Y,한국은행
0000000204,404Y016,4.1.1.3. 생산자물가지수(품목별),M,Y,한국은행
0000000204,404Y017,4.1.1.4. 생산자물가지수-총지수(1910~1964),M,Y,한국은행
0000000203,405Y006,4.1.2. 국내공급물가지수,M,Y,한국은행
0000000203,405Y007,4.1.3. 총산출물가지수,M,Y,한국은행
0000000202,0000000211,4.2. 소비자물가지수(2020=100),,N,
0000000211,901Y009,4.2.1. 소비자물가지수,M,Y,국가데이터처(02-2012-9114)
0000000211,901Y010,4.2.2. 소비자물가지수(특수분류),M,Y,국가데이터처(02-2012-9114)
0000000202,0000000214,4.3. 수출/수입물가지수(2020=100),,N,
0000000214,0000000215,4.3.1. 수출물가지수,,N,
0000000215,402Y014,4.3.1.1. 수출물가지수(기본분류),M,Y,한국은행
0000000215,402Y015,4.3.1.2. 수출물가지수(특수분류),M,Y,한국은행
0000000215,402Y016,4.3.1.3. 수출물가지수(품목별),M,Y,
0000000214,0000000219,4.3.2. 수입물가지수,,N,
0000000219,401Y015,4.3.2.1. 수입물가지수(기본분류),M,Y,한국은행
0000000219,401Y016,4.3.2.2. 수입물가지수(특수분류),M,Y,한국은행
0000000219,401Y017,4.3.2.3. 수입물가지수(품목별),M,Y,한국은행
0000000219,401Y018,4.3.2.4. 수입물가지수(용도별),M,Y,한국은행
0000000202,0000000224,4.4. 부동산 가격지수,,N,
0000000224,0000000225,4.4.1. 주택가격지수(KB),,N,
0000000225,901Y062,4.4.1.1. 주택매매가격지수(KB),M,Y,KB국민은행(1588-9999)
0000000225,901Y063,4.4.1.2. 주택전세가격지수(KB),M,Y,KB국민은행(1588-9999)
0000000224,901Y064,4.4.2. 지역별 지가변동률,M,Y,한국부동산원(1644-2828)
0000000224,0000000227,4.4.3. 유형별 주택가격지수,,N,
0000000227,0000000952,4.4.3.1. 유형별 주택매매가격지수,,N,
0000000952,901Y113,4.4.3.1.1. 유형별 주택매매가격지수(기준월: 2025.03),M,Y,한국부동산원(1644-2828)
0000000952,901Y093,4.4.3.1.2. 유형별 주택매매가격지수(기준월: 2021.06),M,Y,한국부동산원(1644-2828)
0000000227,0000000953,4.4.3.2. 유형별 주택전세가격지수,,N,
0000000953,901Y114,4.4.3.2.1. 유형별 주택전세가격지수(기준월: 2025.03),M,Y,한국부동산원(1644-2828)
0000000953,901Y094,4.4.3.2.2. 유형별 주택전세가격지수(기준월: 2021.06),M,Y,한국부동산원(1644-2828)
0000000227,0000000954,4.4.3.3. 유형별 주택월세통합가격지수,,N,
0000000954,901Y115,4.4.3.3.1. 유형별 주택월세통합가격지수(기준월: 2025.03),M,Y,한국부동산원(1644-2828)
0000000954,901Y095,4.4.3.3.2. 유형별 주택월세통합가격지수(기준월: 2021.06),M,Y,한국부동산원(1644-2828)
0000000224,901Y089,4.4.4. 아파트 매매 실거래가격지수,M,Y,한국부동산원(1644-2828)
0000000224,0000000229,4.4.5. 상권별 임대가격지수,,N,
0000000229,901Y096,4.4.5.1. 상권별 오피스임대가격지수,Q,Y,한국부동산원(1644-2828)
0000000229,901Y097,4.4.5.2. 상권별 중대형 상가 임대가격지수,Q,Y,한국부동산원(1644-2828)
*,0000000230,5. 기업경영분석,,N,
0000000230,0000000231,5.1. 기업경영분석지표(연),,N,
0000000231,0000000400,5.1.1. 성장성 지표,,N,
0000000400,501Y005,"5.1.1.1. 성장성 지표(제11차 한국표준산업분류, 2009~)",A,Y,한국은행
0000000400,501Y019,"5.1.1.2. 성장성 지표(중소기업기본법, 2015~2016)",A,Y,한국은행
0000000400,501Y020,"5.1.1.3. 성장성 지표(조세특례제한법, 2009~2014)",A,Y,한국은행
0000000400,501Y021,"5.1.1.4. 성장성 지표(2007~2010, 표본조사)",A,Y,한국은행
0000000400,501Y022,"5.1.1.5. 성장성 지표(1998~2007, 표본조사)",A,Y,한국은행
0000000400,501Y023,"5.1.1.6. 성장성 지표(1990~1997, 표본조사)",A,Y,한국은행
0000000231,0000000239,5.1.2. 손익 지표,,N,
0000000239,501Y006,"5.1.2.1. 손익 지표(제11차 한국표준산업분류, 2009~)",A,Y,한국은행
0000000239,501Y024,"5.1.2.2. 손익 지표(중소기업기본법, 2015~2016)",A,Y,한국은행
0000000239,501Y025,"5.1.2.3. 손익 지표(조세특례제한법, 2009~2014)",A,Y,한국은행
0000000239,501Y026,"5.1.2.4. 손익 지표(2007~2010, 표본조사)",A,Y,한국은행
0000000239,501Y027,"5.1.2.5. 손익 지표(1998~2007, 표본조사)",A,Y,한국은행
0000000239,501Y028,"5.1.2.6. 손익 지표(1990~1997, 표본조사)",A,Y,한국은행
0000000231,0000000245,5.1.3. 자산/자본 지표,,N,
0000000245,501Y007,"5.1.3.1. 자산/자본 지표(제11차 한국표준산업분류, 2009~)",A,Y,한국은행
0000000245,501Y029,"5.1.3.2. 자산/자본 지표(중소기업기본법, 2015~2016)",A,Y,한국은행
0000000245,501Y030,"5.1.3.3. 자산/자본 지표(조세특례제한법, 2009~2014)",A,Y,한국은행
0000000245,501Y031,"5.1.3.4. 자산/자본 지표(2007~2010, 표본조사)",A,Y,한국은행
0000000245,501Y032,"5.1.3.5. 자산/자본 지표(1998~2007, 표본조사)",A,Y,한국은행
0000000245,501Y033,"5.1.3.6. 자산/자본 지표(1990~1997, 표본조사)",A,Y,한국은행
0000000231,0000000246,5.1.4. 자산/자본 회전율,,N,
0000000246,501Y008,"5.1.4.1. 자산/자본 회전율(제11차 한국표준산업분류, 2009~)",A,Y,한국은행
0000000246,501Y034,"5.1.4.2. 자산/자본 회전율(중소기업기본법, 2015~2016)",A,Y,한국은행
0000000246,501Y035,"5.1.4.3. 자산/자본 회전율(조세특례제한법, 2009~2014)",A,Y,한국은행
0000000246,501Y036,"5.1.4.4. 자산/자본 회전율(2007~2010, 표본조사)",A,Y,한국은행
0000000246,501Y037,"5.1.4.5. 자산/자본 회전율(1998~2007, 표본조사)",A,Y,한국은행
0000000246,501Y038,"5.1.4.6. 자산/자본 회전율(1990~1997, 표본조사)",A,Y,한국은행
0000000231,0000000247,5.1.5. 생산성 지표,,N,
0000000247,501Y009,"5.1.5.1. 생산성 지표(제11차 한국표준산업분류, 2009~)",A,Y,한국은행
0000000247,501Y039,"5.1.5.2. 생산성 지표(중소기업기본법, 2015~2016)",A,Y,한국은행
0000000247,501Y040,"5.1.5.3. 생산성 지표(조세특례제한법, 2009~2014)",A,Y,한국은행
0000000247,501Y041,"5.1.5.4. 생산성 지표(2007~2010, 표본조사)",A,Y,한국은행
0000000247,501Y042,"5.1.5.5. 생산성 지표(2002~2007, 표본조사)",A,Y,한국은행
0000000247,501Y043,"5.1.5.6. 생산성 지표(1998~2006, 표본조사)",A,Y,한국은행
0000000247,501Y044,"5.1.5.7. 생산성 지표(1990~1997, 표본조사)",A,Y,한국은행
0000000231,0000000248,5.1.6. 분위수,,N,
0000000248,501Y086,"5.1.6.1. 분위수(제11차 한국표준산업분류, 2013~)",A,Y,
0000000230,0000000267,5.2. 기업경영분석지표(분기),,N,
0000000267,502Y001,5.2.1. 성장성 지표,Q,Y,
0000000267,502Y002,5.2.2. 손익 지표,Q,Y,
0000000267,502Y003,5.2.3. 자산/자본 지표,Q,Y,
0000000267,502Y004,5.2.4. 자산 회전율,Q,Y,
0000000230,0000000401,5.3. 재무상태표(연),,N,
0000000401,501Y001,"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)",A,Y,한국은행
0000000401,501Y049,"5.3.2. 재무상태표(중소기업기본법, 2015~2016)",A,Y,한국은행
0000000401,501Y050,"5.3.3. 재무상태표(조세특례제한법, 2009~2014)",A,Y,한국은행
0000000401,501Y051,"5.3.4. 재무상태표(2008~2010, 표본조사)",A,Y,한국은행
0000000401,501Y052,"5.3.5. 재무상태표(2000~2007, 표본조사)",A,Y,한국은행
0000000401,501Y053,"5.3.6. 재무상태표(1999, 표본조사)",A,Y,한국은행
0000000401,501Y054,"5.3.7. 재무상태표(1997~1998, 표본조사)",A,Y,한국은행
0000000401,501Y055,"5.3.8. 재무상태표(1990~1996, 표본조사)",A,Y,한국은행
0000000230,0000000402,5.4. 손익계산서(연),,N,
0000000402,501Y002,"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)",A,Y,한국은행
0000000402,501Y056,"5.4.2. 손익계산서(중소기업기본법, 2015~2016)",A,Y,한국은행
0000000402,501Y057,"5.4.3. 손익계산서(조세특례제한법, 2009~2014)",A,Y,한국은행
0000000402,501Y058,"5.4.4. 손익계산서(2008~2010, 표본조사)",A,Y,한국은행
0000000402,501Y059,"5.4.5. 손익계산서(2000~2007, 표본조사)",A,Y,한국은행
0000000402,501Y060,"5.4.6. 손익계산서(1999, 표본조사)",A,Y,한국은행
0000000402,501Y061,"5.4.7. 손익계산서(1997~1998, 표본조사)",A,Y,한국은행
0000000402,501Y062,"5.4.8. 손익계산서(1990~1996, 표본조사)",A,Y,한국은행
0000000230,0000000403,5.5. 제조원가명세서(연),,N,
0000000403,501Y003,"5.5.1. 제조원가명세서(제11차 한국표준산업분류, 2009~)",A,Y,한국은행
0000000403,501Y063,"5.5.2. 제조원가명세서(중소기업기본법, 2015~2016)",A,Y,한국은행
0000000403,501Y064,"5.5.3. 제조원가명세서(조세특례제한법, 2009~2014)",A,Y,한국은행
0000000403,501Y065,"5.5.4. 제조원가명세서(2007~2010, 표본조사)",A,Y,한국은행
0000000403,501Y066,"5.5.5. 제조원가명세서(2000~2007, 표본조사)",A,Y,한국은행
0000000403,501Y067,"5.5.6. 제조원가명세서(1990~1999, 표본조사)",A,Y,한국은행
0000000230,0000000404,5.6. 이익잉여금 처분계산서(연),,N,
0000000404,501Y004,"5.6.1. 이익잉여금 처분계산서(제11차 한국표준산업분류, 2009~)",A,Y,한국은행
