origin_country,destination_country,export_value,origin_continent,destination_continent
KAZ,POL,1055435.0,Asia,Europe
KAZ,RUS,2590827.0,Asia,Europe
KAZ,USA,2530714.0,Asia,North America
KGZ,LTU,12018.0,Asia,Europe
KOR,AUS,33917.0,Asia,Oceania
KOR,BEL,354298.0,Asia,Europe
KOR,BRA,2017.0,Asia,South America
KOR,CAN,138997.0,Asia,North America
KOR,CHN,2198725.0,Asia,Asia
KOR,COL,1108.0,Asia,South America
KOR,CZE,7469.0,Asia,Europe
KOR,DEU,516326.0,Asia,Europe
KOR,ESP,4861.0,Asia,Europe
KOR,GBR,19536.0,Asia,Europe
KOR,HKG,315030.0,Asia,Asia
KOR,HUN,80128.0,Asia,Europe
KOR,IDN,1263.0,Asia,Asia
KOR,IND,58973.0,Asia,Asia
KOR,ISR,3106.0,Asia,Asia
KOR,ITA,1781.0,Asia,Europe
KOR,JPN,35261477.0,Asia,Asia
KOR,MYS,7558.0,Asia,Asia
KOR,NLD,125679.0,Asia,Europe
KOR,NZL,1078.0,Asia,Oceania
KOR,PAK,2685.0,Asia,Asia
KOR,PHL,30306.0,Asia,Asia
KOR,POL,320366.0,Asia,Europe
KOR,ROU,3340.0,Asia,Europe
KOR,RUS,2983436.0,Asia,Europe
KOR,SAU,2447.0,Asia,Asia
KOR,SGP,140796.0,Asia,Asia
KOR,THA,4853.0,Asia,Asia
KOR,TUR,10957.0,Asia,Asia
KOR,TWN,873189.0,Asia,Asia
KOR,USA,4233498.0,Asia,North America
KOR,VNM,243933.0,Asia,Asia
LBN,CIV,3201.0,Asia,Africa
LBY,TUR,12836.0,Africa,Asia
LTU,DEU,36247.0,Europe,Europe
LTU,GBR,25871.0,Europe,Europe
LTU,LVA,10470.0,Europe,Europe
LTU,POL,3229.0,Europe,Europe
LTU,RUS,93586.0,Europe,Europe
LTU,USA,3389.0,Europe,North America
LUX,CHE,2508.0,Europe,Europe
LUX,DEU,74901.0,Europe,Europe
LUX,ESP,3284.0,Europe,Europe
LUX,FRA,35249.0,Europe,Europe
LUX,GBR,8196.0,Europe,Europe
LUX,ITA,126341.0,Europe,Europe
LUX,USA,200077.0,Europe,North America
LVA,BEL,16964.0,Europe,Europe
LVA,EST,184377.0,Europe,Europe
LVA,FRA,5801.0,Europe,Europe
LVA,KOR,61926.0,Europe,Asia
LVA,LTU,6463.0,Europe,Europe
LVA,RUS,36424.0,Europe,Europe
LVA,TWN,17702.0,Europe,Asia
LVA,USA,720547.0,Europe,North America
MAR,IND,14997.0,Africa,Asia
MEX,CAN,4975.0,North America,North America
MEX,CHL,9625.0,North America,South America
MEX,PER,7451.0,North America,South America
MEX,SGP,1317.0,North America,Asia
MEX,TWN,14392.0,North America,Asia
MEX,USA,94402.0,North America,North America
MLT,AUS,60305.0,Europe,Oceania
MLT,GBR,232694.0,Europe,Europe
MOZ,MWI,9304.0,Africa,Africa
MYS,CRI,5966.0,Asia,North America
MYS,HKG,55590.0,Asia,Asia
MYS,JPN,828779.0,Asia,Asia
MYS,KOR,52472.0,Asia,Asia
MYS,SGP,639024.0,Asia,Asia
MYS,THA,80886.0,Asia,Asia
MYS,TWN,862888.0,Asia,Asia
MYS,USA,192704.0,Asia,North America
MYS,VNM,9613.0,Asia,Asia
NAM,ZAF,5503.0,Africa,Africa
NCL,TWN,23639.0,Oceania,Asia
NGA,CHN,20954.0,Africa,Asia
NGA,DEU,18203.0,Africa,Europe
NGA,RUS,41077.0,Africa,Europe
NGA,USA,7740.0,Africa,North America
NIC,TWN,33415.0,North America,Asia
NLD,ARE,227340.0,Europe,Asia
NLD,AUS,1228.0,Europe,Oceania
NLD,AUT,2449606.0,Europe,Europe
NLD,BEL,1661772.0,Europe,Europe
NLD,BES,9455.0,Europe,South America
NLD,BHR,53947.0,Europe,Asia
NLD,BLR,99721.0,Europe,Europe
NLD,BRA,20598.0,Europe,South America
NLD,CAN,3107.0,Europe,North America
NLD,CHE,73883.0,Europe,Europe
NLD,CHN,25647.0,Europe,Asia
NLD,CZE,794515.0,Europe,Europe
NLD,DEU,5364056.0,Europe,Europe
NLD,DNK,47102.0,Europe,Europe
NLD,ESP,1527844.0,Europe,Europe
NLD,FRA,4394032.0,Europe,Europe
NLD,GBR,4190771.0,Europe,Europe
NLD,GHA,2388.0,Europe,Africa
NLD,IND,799977.0,Europe,Asia
NLD,IRL,1575.0,Europe,Europe
NLD,ISL,17425.0,Europe,Europe
NLD,ITA,4864713.0,Europe,Europe
NLD,JPN,7511.0,Europe,Asia
NLD,KAZ,20788.0,Europe,Asia
NLD,KOR,27602.0,Europe,Asia
NLD,LUX,3887.0,Europe,Europe
NLD,MLT,1306.0,Europe,Europe
NLD,NOR,67543.0,Europe,Europe
NLD,PER,3730.0,Europe,South America
NLD,POL,2324.0,Europe,Europe
NLD,PRT,31312.0,Europe,Europe
NLD,ROU,2108841.0,Europe,Europe
NLD,SGP,188553.0,Europe,Asia
NLD,SRB,5626.0,Europe,Europe
NLD,SUR,25099.0,Europe,South America
NLD,SWE,3589559.0,Europe,Europe
NLD,TUR,457914.0,Europe,Asia
NLD,TWN,145169.0,Europe,Asia
NLD,USA,552527.0,Europe,North America
NLD,ZAF,2381.0,Europe,Africa
NOR,CZE,3730.0,Europe,Europe
NOR,DEU,4491.0,Europe,Europe
NOR,SWE,74344.0,Europe,Europe
NOR,TWN,50444.0,Europe,Asia
NOR,USA,8915.0,Europe,North America
NZL,DEU,4086.0,Oceania,Europe
NZL,SWE,3414.0,Oceania,Europe
NZL,TWN,176150.0,Oceania,Asia
NZL,USA,32290.0,Oceania,North America
OMN,TWN,97813.0,Asia,Asia
PAN,TWN,168188.0,North America,Asia
PHL,DEU,385165.0,Asia,Europe
PHL,IND,18754.0,Asia,Asia
PHL,JPN,6777736.0,Asia,Asia
PHL,KOR,472819.0,Asia,Asia
PHL,SGP,634598.0,Asia,Asia
PHL,THA,14347.0,Asia,Asia
PHL,TWN,424412.0,Asia,Asia
PHL,USA,16254.0,Asia,North America
POL,AUT,265210.0,Europe,Europe
POL,BEL,1185183.0,Europe,Europe
POL,CAN,164301.0,Europe,North America
POL,CHN,35315.0,Europe,Asia
POL,CZE,164558.0,Europe,Europe
POL,DEU,2987675.0,Europe,Europe
POL,ESP,26195.0,Europe,Europe
POL,EST,76434.0,Europe,Europe
POL,FRA,115799.0,Europe,Europe
POL,GBR,15360.0,Europe,Europe
POL,ITA,699817.0,Europe,Europe
POL,JPN,185715.0,Europe,Asia
POL,NLD,22202.0,Europe,Europe
POL,ROU,9982.0,Europe,Europe
POL,RUS,152549.0,Europe,Europe
POL,SVK,6284.0,Europe,Europe
POL,SWE,10480.0,Europe,Europe
POL,TUR,6407.0,Europe,Asia
POL,UKR,76229.0,Europe,Europe
POL,USA,241441.0,Europe,North America
PRT,CPV,54130.0,Europe,Africa
PRT,ESP,437392.0,Europe,Europe
PRT,FRA,1131.0,Europe,Europe
PRT,ITA,1582.0,Europe,Europe
QAT,NLD,41528.0,Asia,Europe
QAT,TWN,218272.0,Asia,Asia
ROU,AUT,54217.0,Europe,Europe
ROU,CHE,3154.0,Europe,Europe
ROU,DEU,20969.0,Europe,Europe
ROU,GBR,4702.0,Europe,Europe
ROU,MDA,28794.0,Europe,Europe
RUS,ARE,453884.0,Europe,Asia
RUS,ARG,88221.0,Europe,South America
RUS,ARM,48700.0,Europe,Asia
RUS,AUS,1451526.0,Europe,Oceania
RUS,AUT,1371350.0,Europe,Europe
RUS,BEL,381438.0,Europe,Europe
RUS,BGR,139620.0,Europe,Europe
RUS,BHR,4550.0,Europe,Asia
RUS,BLR,106315.0,Europe,Europe
RUS,BRA,964130.0,Europe,South America
RUS,CAN,1066065.0,Europe,North America
RUS,CHE,58402.0,Europe,Europe
RUS,CHL,11378.0,Europe,South America
RUS,CHN,2133907.0,Europe,Asia
RUS,CZE,128595.0,Europe,Europe
RUS,DEU,29156582.0,Europe,Europe
RUS,EGY,1967.0,Europe,Africa
RUS,ESP,606753.0,Europe,Europe
RUS,EST,17992904.0,Europe,Europe
RUS,FIN,14535.0,Europe,Europe
RUS,FRA,1279636.0,Europe,Europe
RUS,GBR,274362.0,Europe,Europe
RUS,HUN,2058.0,Europe,Europe
RUS,IND,5260273.0,Europe,Asia
RUS,ISR,222933.0,Europe,Asia
RUS,ITA,1413575.0,Europe,Europe
RUS,JPN,13297396.0,Europe,Asia
RUS,KAZ,63413.0,Europe,Asia
RUS,KOR,8812430.0,Europe,Asia
RUS,LTU,4742.0,Europe,Europe
RUS,LVA,497809.0,Europe,Europe
RUS,MEX,575798.0,Europe,North America
RUS,MYS,241797.0,Europe,Asia
RUS,NLD,24999944.0,Europe,Europe
RUS,POL,136843.0,Europe,Europe
RUS,PRT,65010.0,Europe,Europe
RUS,SAU,161922.0,Europe,Asia
RUS,SGP,106877.0,Europe,Asia
RUS,SVN,5749.0,Europe,Europe
RUS,SWE,478119.0,Europe,Europe
RUS,TUR,732100.0,Europe,Asia
RUS,TWN,1822401.0,Europe,Asia
RUS,UKR,560934.0,Europe,Europe
RUS,USA,57313966.0,Europe,North America
RUS,VNM,6874.0,Europe,Asia
RUS,ZAF,52929.0,Europe,Africa
RWA,CHN,37343.0,Africa,Asia
SAU,DEU,1457.0,Asia,Europe
SGP,AUS,11845.0,Asia,Oceania
SGP,AUT,16291.0,Asia,Europe
SGP,BRN,12511.0,Asia,Asia
SGP,CHE,60037.0,Asia,Europe
SGP,CHN,346831.0,Asia,Asia
SGP,DEU,40453.0,Asia,Europe
SGP,FRA,62322.0,Asia,Europe
SGP,GBR,242360.0,Asia,Europe
SGP,HKG,54397.0,Asia,Asia
SGP,HUN,7996.0,Asia,Europe
SGP,IDN,67116.0,Asia,Asia
SGP,IND,166321.0,Asia,Asia
SGP,ITA,3858.0,Asia,Europe
SGP,JPN,113916.0,Asia,Asia
SGP,KOR,5516.0,Asia,Asia
SGP,MYS,635744.0,Asia,Asia
SGP,NZL,5052.0,Asia,Oceania
SGP,PHL,23629.0,Asia,Asia
SGP,PNG,3207.0,Asia,Oceania
SGP,POL,1980.0,Asia,Europe
SGP,RUS,52650.0,Asia,Europe
SGP,THA,29156.0,Asia,Asia
SGP,TWN,64786.0,Asia,Asia
SGP,USA,63247.0,Asia,North America
SGP,VNM,58071.0,Asia,Asia
SLV,TWN,31304.0,North America,Asia
SRB,FRA,8114.0,Europe,Europe
SRB,USA,3305.0,Europe,North America
SVK,CZE,130123.0,Europe,Europe
SVK,DEU,5798564.0,Europe,Europe
SVK,HUN,23960.0,Europe,Europe
SVK,ITA,8287.0,Europe,Europe
SVK,LUX,420277.0,Europe,Europe
SVK,POL,137237.0,Europe,Europe
SVK,UKR,66753.0,Europe,Europe
SVK,USA,13722.0,Europe,North America
SVN,DEU,1624.0,Europe,Europe
SVN,HRV,7796.0,Europe,Europe
SVN,ITA,66044.0,Europe,Europe
SVN,NLD,3614.0,Europe,Europe
SWE,AUS,1559.0,Europe,Oceania
SWE,AUT,1096086.0,Europe,Europe
SWE,CAN,10164.0,Europe,North America
SWE,CHE,3391.0,Europe,Europe
SWE,CHN,39074.0,Europe,Asia
SWE,DEU,1216314.0,Europe,Europe
SWE,DNK,19671.0,Europe,Europe
SWE,EGY,3856.0,Europe,Africa
SWE,FIN,132370.0,Europe,Europe
SWE,GBR,70896.0,Europe,Europe
SWE,ISR,16212.0,Europe,Asia
SWE,ITA,102917.0,Europe,Europe
SWE,JPN,9604.0,Europe,Asia
SWE,NLD,520962.0,Europe,Europe
SWE,NOR,91361.0,Europe,Europe
SWE,POL,52417.0,Europe,Europe
SWE,PRT,41005.0,Europe,Europe
SWE,RUS,36014.0,Europe,Europe
SWE,SGP,3958.0,Europe,Asia
SWE,SVK,4528.0,Europe,Europe
SWE,SVN,39622.0,Europe,Europe
SWE,THA,54454.0,Europe,Asia
SWE,TUR,40195.0,Europe,Asia
SWE,USA,288175.0,Europe,North America
THA,JPN,42977.0,Asia,Asia
THA,MDV,946.0,Asia,Asia
THA,MMR,8526.0,Asia,Asia
THA,PHL,131318.0,Asia,Asia
THA,TWN,247585.0,Asia,Asia
THA,USA,4985.0,Asia,North America
THA,VNM,1059.0,Asia,Asia
TUN,ITA,1238.0,Africa,Europe
TUR,AGO,1926.0,Asia,Africa
TUR,BGR,17736.0,Asia,Europe
TUR,CAN,2528.0,Asia,North America
TUR,CHN,10809.0,Asia,Asia
TUR,CYP,5761.0,Asia,Asia
TUR,DEU,506320.0,Asia,Europe
TUR,FRA,2929.0,Asia,Europe
TUR,IRN,92976.0,Asia,Asia
TUR,IRQ,95991.0,Asia,Asia
TUR,JPN,1635.0,Asia,Asia
TUR,KGZ,1926.0,Asia,Asia
TUR,LBN,7231.0,Asia,Asia
TUR,LBY,12568.0,Asia,Africa
TUR,MAR,22301.0,Asia,Africa
TUR,QAT,2430.0,Asia,Asia
TUR,ROU,64295.0,Asia,Europe
TUR,SAU,5273.0,Asia,Asia
TUR,SYR,1758.0,Asia,Asia
TUR,TKM,2546.0,Asia,Asia
TUR,TUN,1283.0,Asia,Africa
TUR,USA,151594.0,Asia,North America
TUR,UZB,2574.0,Asia,Asia
TUR,YEM,2153.0,Asia,Asia
TWN,ARE,861256.0,Asia,Asia
TWN,AUS,135313.0,Asia,Oceania
TWN,AUT,23161.0,Asia,Europe
TWN,BEL,896934.0,Asia,Europe
TWN,BGR,3757.0,Asia,Europe
TWN,BLR,4321.0,Asia,Europe
TWN,CAN,9080.0,Asia,North America
TWN,CHE,152173.0,Asia,Europe
TWN,CHN,12532870.0,Asia,Asia
TWN,COL,13414.0,Asia,South America
TWN,CRI,3853.0,Asia,North America
TWN,DEU,2223367.0,Asia,Europe
TWN,ESP,90415.0,Asia,Europe
TWN,FRA,307139.0,Asia,Europe
TWN,GBR,317645.0,Asia,Europe
TWN,HKG,3685016.0,Asia,Asia
TWN,IDN,105373.0,Asia,Asia
TWN,IND,832823.0,Asia,Asia
TWN,IRL,2428.0,Asia,Europe
TWN,ISR,22257.0,Asia,Asia
TWN,ITA,667422.0,Asia,Europe
TWN,JPN,43410845.0,Asia,Asia
TWN,KOR,7072565.0,Asia,Asia
TWN,LKA,6852.0,Asia,Asia
TWN,MAC,8569.0,Asia,Asia
TWN,MEX,9369.0,Asia,North America
TWN,MLT,7707.0,Asia,Europe
TWN,MYS,7583328.0,Asia,Asia
TWN,NLD,87643.0,Asia,Europe
TWN,PHL,1905596.0,Asia,Asia
TWN,ROU,37543.0,Asia,Europe
TWN,RUS,9104.0,Asia,Europe
TWN,SGP,2885197.0,Asia,Asia
TWN,SVK,82486.0,Asia,Europe
TWN,SWE,4442.0,Asia,Europe
TWN,THA,74033.0,Asia,Asia
TWN,TUR,2313.0,Asia,Asia
TWN,USA,1226455.0,Asia,North America
TWN,VNM,415422.0,Asia,Asia
UKR,BGR,1085.0,Europe,Europe
UKR,BLR,190043.0,Europe,Europe
UKR,CZE,156584.0,Europe,Europe
UKR,DEU,5002619.0,Europe,Europe
UKR,HUN,1708.0,Europe,Europe
UKR,NLD,352372.0,Europe,Europe
UKR,RUS,314885.0,Europe,Europe
UKR,USA,13124.0,Europe,North America
URY,TWN,10358.0,South America,Asia
USA,ABW,72909.0,North America,South America
USA,AFG,6425.0,North America,Asia
USA,AGO,5585.0,North America,Africa
USA,ARE,656098.0,North America,Asia
USA,ARG,365434.0,North America,South America
USA,ATG,100589.0,North America,North America
USA,AUS,1532487.0,North America,Oceania
USA,AUT,108364.0,North America,Europe
USA,BEL,3425682.0,North America,Europe
USA,BGR,5738.0,North America,Europe
USA,BHS,351947.0,North America,North America
USA,BLR,17918.0,North America,Europe
USA,BMU,60072.0,North America,Europe
USA,BOL,58085.0,North America,South America
USA,BRA,204677.0,North America,South America
USA,BRB,11606.0,North America,North America
USA,BRN,2627.0,North America,Asia
USA,CAN,4880704.0,North America,North America
USA,CHE,2587156.0,North America,Europe
USA,CHL,24894.0,North America,South America
USA,CHN,12603762.0,North America,Asia
USA,COL,33923.0,North America,South America
USA,CRI,213580.0,North America,North America
USA,CUW,6634.0,North America,South America
USA,CYM,170680.0,North America,North America
USA,CZE,157678.0,North America,Europe
USA,DEU,39250543.0,North America,Europe
USA,DMA,10382.0,North America,North America
USA,DNK,30357.0,North America,Europe
USA,DOM,676448.0,North America,North America
USA,DZA,5060.0,North America,Africa
USA,ECU,46810.0,North America,South America
USA,EGY,22881.0,North America,Africa
USA,ESP,4181104.0,North America,Europe
USA,EST,33722.0,North America,Europe
USA,FIN,8371209.0,North America,Europe
USA,FRA,5484781.0,North America,Europe
USA,GBR,7399022.0,North America,Europe
USA,GHA,2467.0,North America,Africa
USA,GRC,55211.0,North America,Europe
USA,GRD,10246.0,North America,North America
USA,GTM,174774.0,North America,North America
USA,GUY,248529.0,North America,South America
USA,HKG,2870430.0,North America,Asia
USA,HND,104775.0,North America,North America
USA,HTI,13745.0,North America,North America
USA,HUN,159301.0,North America,Europe
USA,IDN,110506.0,North America,Asia
USA,IND,1084892.0,North America,Asia
USA,IRL,345785.0,North America,Europe
USA,ISL,20312.0,North America,Europe
USA,ISR,412888.0,North America,Asia
USA,ITA,970720.0,North America,Europe
USA,JAM,21526.0,North America,North America
USA,JOR,34495.0,North America,Asia
USA,JPN,16344401.0,North America,Asia
USA,KAZ,2245229.0,North America,Asia
USA,KNA,2563.0,North America,North America
USA,KOR,3911606.0,North America,Asia
USA,LCA,2994.0,North America,North America
USA,LTU,32694.0,North America,Europe
USA,LUX,2306.0,North America,Europe
USA,LVA,2254.0,North America,Europe
USA,MEX,2761721.0,North America,North America
USA,MHL,14148.0,North America,Oceania
USA,MYS,12268647.0,North America,Asia
USA,NGA,7888.0,North America,Africa
USA,NIC,46467.0,North America,North America
USA,NLD,2312120.0,North America,Europe
USA,NOR,12945.0,North America,Europe
USA,NZL,12458.0,North America,Oceania
USA,PAK,85325.0,North America,Asia
USA,PAN,512264.0,North America,North America
USA,PER,378628.0,North America,South America
USA,PHL,8267418.0,North America,Asia
USA,POL,720458.0,North America,Europe
USA,PRT,7898.0,North America,Europe
USA,PRY,17496.0,North America,South America
USA,PYF,3616.0,North America,Oceania
USA,QAT,4165.0,North America,Asia
USA,ROU,19243.0,North America,Europe
USA,RUS,1118863.0,North America,Europe
USA,SAU,118706.0,North America,Asia
USA,SGP,1934871.0,North America,Asia
USA,SLV,31344.0,North America,North America
USA,SRB,3168.0,North America,Europe
USA,SUR,59307.0,North America,South America
USA,SVK,4003.0,North America,Europe
USA,SVN,10970.0,North America,Europe
USA,SWE,65873.0,North America,Europe
USA,SXM,11550.0,North America,North America
USA,TCA,6186.0,North America,North America
USA,THA,1228522.0,North America,Asia
USA,TON,5065.0,North America,Oceania
USA,TTO,322704.0,North America,North America
USA,TUR,248144.0,North America,Asia
USA,TWN,2550629.0,North America,Asia
USA,UKR,12883.0,North America,Europe
USA,VCT,3930.0,North America,North America
USA,VGB,24610.0,North America,North America
USA,VNM,978541.0,North America,Asia
USA,ZAF,2098782.0,North America,Africa
VCT,USA,3443.0,North America,North America
VEN,TWN,79680.0,South America,Asia
VNM,JPN,6844.0,Asia,Asia
VNM,TWN,1872.0,Asia,Asia
VNM,USA,14416.0,Asia,North America
ZAF,AGO,1023.0,Africa,Africa
ZAF,BWA,19082.0,Africa,Africa
ZAF,CHN,4833086.0,Africa,Asia
ZAF,DEU,375085.0,Africa,Europe
ZAF,EGY,468595.0,Africa,Africa
ZAF,FRA,450541.0,Africa,Europe
ZAF,GBR,13962.0,Africa,Europe
ZAF,IND,1851322.0,Africa,Asia
ZAF,IRL,20214.0,Africa,Europe
ZAF,ISR,14747.0,Africa,Asia
ZAF,JPN,423722.0,Africa,Asia
ZAF,NAM,190783.0,Africa,Africa
ZAF,SGP,46868.0,Africa,Asia
ZAF,THA,113396.0,Africa,Asia
ZAF,TWN,131260.0,Africa,Asia
ZAF,USA,23925.0,Africa,North America
ZAF,ZWE,16720.0,Africa,Africa
