id,alias,type,format,bounds,values,map to,comment
202,trigger.gradient.LAYER,int,,,"[1, 15]",,
203,trigger.gradient.U,int,group id,,,,
203,trigger.gradient.BL,int,group id,,,,
204,trigger.gradient.D,int,group id,,,,
204,trigger.gradient.BR,int,group id,,,,
205,trigger.gradient.L,int,group id,,,,
205,trigger.gradient.TL,int,group id,,,,
206,trigger.gradient.R,int,group id,,,,
206,trigger.gradient.TR,int,group id,,,,
207,trigger.gradient.VERTEX_MODE,bool,,,,,
208,trigger.gradient.DISABLE,bool,,,,,
209,trigger.gradient.GRADIENT_ID,int,gradient id,,,,
210,trigger.color.DISABLE_LEGACY_HSV,bool,,,,,
210,trigger.pulse.DISABLE_STATIC_HSV,bool,,,,,
211,particle.QUICK_START,bool,,,,,
212,trigger.static_camera.FOLLOW_GROUP,bool,,,,,
213,trigger.static_camera.FOLLOW_EASING,float,,,,,
214,animated.ANIMATE_ACTIVE_ONLY,bool,,,,,
215,,,,,,,
216,,,,,,,
217,trigger.enter_preset.ENTER_ONLY,int,,,"[0, 2]","0: none, 1: enter, 2: exit",
217,trigger.effect.ENTER_ONLY,int,,,"[0, 2]","0: none, 1: enter, 2: exit",
218,trigger.effect.MOVE_DIST,int,units,,,,
219,trigger.effect.MOVE_DIST_RAND,int,units,,,,
220,trigger.effect.OFFSET,int,units,,,,
221,trigger.effect.OFFSET_RAND,int,units,,,,
222,trigger.effect.LENGTH,int,units,,,,
223,trigger.effect.LENGTH_RAND,int,units,,,,
224,trigger.effect.m_224,int,#N/A,,,,
225,trigger.effect.EFFECT_ID,int,effect id,,,,
226,,,,,,,
227,,,,,,,
228,,,,,,,
229,,,,,,,
230,,,,,,,
231,trigger.effect.MOVE_ANGLE,int,degrees,,,,
232,trigger.effect.MOVE_ANGLE_RAND,int,degrees,,,,
233,trigger.effect.SCALE_X,float,,,,,
234,trigger.effect.SCALE_X_RAND,float,,,,,
235,trigger.effect.SCALE_Y,float,,,,,
236,trigger.effect.SCALE_Y_RAND,float,,,,,
237,trigger.effect.MOVE_X,int,units,,,,value is stored in small step
238,trigger.effect.MOVE_X_RAND,int,units,,,,
239,trigger.effect.MOVE_Y,int,units,,,,value is stored in small step
240,trigger.effect.MOVE_Y_RAND,int,units,,,,
241,trigger.effect.XY_MODE,bool,,,,,
242,trigger.effect.EASING,int,,,"[0, 18]",easing,
243,trigger.effect.EASING_RATE,float,,,,,
244,,,,,,,
245,,,,,,,
246,,,,,,,
247,,,,,,,
248,trigger.effect.EASING_2,int,,,"[0, 18]",easing,
249,trigger.effect.EASING_RATE_2,float,,,,,
250,,,,,,,
251,,,,,,,
252,trigger.effect.OFFSET_Y,int,units,,,,
253,trigger.effect.OFFSET_Y_RAND,int,units,,,,
254,,,,,,,
255,,,,,,,
256,,,,,,,
257,,,,,,,
258,,,,,,,
259,,,,,,,
260,trigger.effect.TINT_CHANNEL,int,color id,,,,
261,trigger.effect.EASE_OUT,bool,,,,,
262,trigger.effect.DIRECTION,int,,,,,
263,trigger.effect.MOD_FRONT,float,,,,,
264,trigger.effect.MOD_BACK,float,,,,,
265,trigger.effect.TINT,float,,,,,
266,,,,,,,
267,,,,,,,
268,,,,,,,
269,,,,,,,
270,trigger.effect.ROTATE,float,,,,,
271,trigger.effect.ROTATE_RAND,float,,,,,
272,,,,,,,
273,,,,,,,
274,PARENT_GROUPS,string,groups,,,,
275,trigger.effect.TO_OPACITY,float,,,,,
276,trigger.effect.INWARDS,bool,,,,,
277,,,,,,,
278,trigger.effect.ENABLE_HSV,bool,,,,,
279,AREA_PARENT,bool,,,,,
280,trigger.IGNORE_GPARENT,bool,,,,,
281,trigger.IGNORE_LINKED,bool,,,,,
282,trigger.effect.DEADZONE,float,,,,,
283,trigger.effect.MIRRORED,bool,,,,,
284,trigger.SINGLE_PTOUCH,bool,,,,,
285,trigger.effect.M_285,float,#N/A,,,,
286,trigger.effect.FROM_OPACITY,float,,,,,
287,trigger.effect.RELATIVE,bool,,,,,
288,trigger.effect.RFADE,float,units,,,,
289,NONSTICK_Y,bool,,,,,
290,trigger.shader.SHOCKWAVE_SCREEN_OFFSET_X,float,,,,,
290,trigger.shader.SHOCKLINE_SCREEN_OFFSET,float,,,,,
290,trigger.shader.LENS_CIRCLE_SCREEN_OFFSET_X,float,,,,,
290,trigger.shader.RADIAL_BLUR_SCREEN_OFFSET_X,float,,,,,
290,trigger.shader.BULGE_SCREEN_OFFSET_X,float,,,,,
290,trigger.shader.PINCH_SCREEN_OFFSET_X,float,,,,,
291,trigger.shader.SHOCKWAVE_SCREEN_OFFSET_Y,float,,,,,
291,trigger.shader.LENS_CIRCLE_SCREEN_OFFSET_Y,float,,,,,
291,trigger.shader.RADIAL_BLUR_SCREEN_OFFSET_Y,float,,,,,
291,trigger.shader.BULGE_SCREEN_OFFSET_Y,float,,,,,
291,trigger.shader.PINCH_SCREEN_OFFSET_Y,float,,,,,
292,trigger.adv_follow.DELAY,float,seconds,,,,
292,trigger.edit_adv_follow.M_292,float,#N/A,,,,
293,trigger.adv_follow.DELAY_RAND,float,seconds,,,,
293,trigger.edit_adv_follow.M_293,float,#N/A,,,,
294,,,,,,,
295,,,,,,,
296,,,,,,,
297,,,,,,,
298,trigger.adv_follow.MAX_SPEED,float,units / tick,,,,
298,trigger.edit_adv_follow.M_298,float,#N/A,,,,
299,trigger.adv_follow.MAX_SPEED_RAND,float,units / tick,,,,
299,trigger.edit_adv_follow.M_299,float,#N/A,,,,
300,trigger.adv_follow.START_SPEED,float,units / tick,,,,
300,trigger.edit_adv_follow.SPEED,float,units / tick,,,,
301,trigger.adv_follow.START_SPEED_RAND,float,units / tick,,,,
301,trigger.edit_adv_follow.SPEED_RAND,float,units / tick,,,,
302,,,,,,,
303,,,,,,,
304,,,,,,,
305,trigger.adv_follow.TARGET_DIR,bool,,,,,
305,trigger.edit_adv_follow.M_305,bool,#N/A,,,,
306,trigger.adv_follow.X_ONLY,bool,,,,,
306,trigger.edit_adv_follow.X_ONLY,bool,,,,,
307,trigger.adv_follow.Y_ONLY,bool,,,,,
307,trigger.edit_adv_follow.Y_ONLY,bool,,,,,
308,trigger.adv_follow.MAX_RANGE,float,units,,,,
308,trigger.edit_adv_follow.M_308,float,#N/A,,,,
309,trigger.adv_follow.MAX_RANGE_RAND,float,units,,,,
309,trigger.edit_adv_follow.M_309,float,#N/A,,,,
310,trigger.adv_follow.M_310,float,#N/A,,,,
310,trigger.edit_adv_follow.M_310,float,#N/A,,,,
311,trigger.adv_follow.M_311,float,#N/A,,,,
311,trigger.edit_adv_follow.M_311,float,#N/A,,,,
312,trigger.adv_follow.M_312,float,#N/A,,,,
312,trigger.edit_adv_follow.M_312,float,#N/A,,,,
313,trigger.adv_follow.M_313,float,#N/A,,,,
313,trigger.edit_adv_follow.M_313,float,#N/A,,,,
314,trigger.adv_follow.M_314,float,#N/A,,,,
314,trigger.edit_adv_follow.M_314,float,#N/A,,,,
315,trigger.adv_follow.M_315,float,#N/A,,,,
315,trigger.edit_adv_follow.M_315,float,#N/A,,,,
316,trigger.adv_follow.STEER,float,,,,,
316,trigger.edit_adv_follow.M_316,float,#N/A,,,,
317,trigger.adv_follow.STEER_RAND,float,,,,,
317,trigger.edit_adv_follow.M_317,float,#N/A,,,,
318,trigger.adv_follow.STEER_LOW,float,,,,,
318,trigger.edit_adv_follow.M_318,float,#N/A,,,,
319,trigger.adv_follow.STEER_LOW_RAND,float,,,,,
319,trigger.edit_adv_follow.M_319,float,#N/A,,,,
320,trigger.adv_follow.STEER_HIGH,float,,,,,
320,trigger.edit_adv_follow.M_320,float,#N/A,,,,
321,trigger.adv_follow.STEER_HIGH_RAND,float,,,,,
321,trigger.edit_adv_follow.M_321,float,#N/A,,,,
322,trigger.adv_follow.SPEED_RANGE_LOW,float,,,,,
322,trigger.edit_adv_follow.M_322,float,#N/A,,,,
323,trigger.adv_follow.SPEED_RANGE_LOW_RAND,float,,,,,
323,trigger.edit_adv_follow.M_323,float,#N/A,,,,
324,trigger.adv_follow.SPEED_RANGE_HIGH,float,,,,,
324,trigger.edit_adv_follow.M_324,float,#N/A,,,,
325,trigger.adv_follow.SPEED_RANGE_HIGH_RAND,float,,,,,
325,trigger.edit_adv_follow.M_325,float,#N/A,,,,
326,trigger.adv_follow.BREAK_FORCE,float,,,,,
326,trigger.edit_adv_follow.M_326,float,#N/A,,,,
327,trigger.adv_follow.BREAK_FORCE_RAND,float,,,,,
327,trigger.edit_adv_follow.M_327,float,#N/A,,,,
328,trigger.adv_follow.BREAK_ANGLE,int,,,,,
328,trigger.edit_adv_follow.M_328,int,#N/A,,,,
329,trigger.adv_follow.BREAK_ANGLE_RAND,int,,,,,
329,trigger.edit_adv_follow.M_329,int,#N/A,,,,
330,trigger.adv_follow.BREAK_STEER,float,,,,,
330,trigger.edit_adv_follow.M_330,float,#N/A,,,,
331,trigger.adv_follow.BREAK_STEER_RAND,float,,,,,
331,trigger.edit_adv_follow.M_331,float,#N/A,,,,
332,trigger.adv_follow.BREAK_STEER_SPEED_LIMIT,float,,,,,
332,trigger.edit_adv_follow.M_332,float,#N/A,,,,
333,trigger.adv_follow.BREAK_STEER_SPEED_LIMIT_RAND,float,,,,,
333,trigger.edit_adv_follow.M_333,float,#N/A,,,,
334,trigger.adv_follow.ACCELERATION,float,,,,,
334,trigger.edit_adv_follow.M_334,float,#N/A,,,,
335,trigger.adv_follow.ACCELERATION_RAND,float,,,,,
335,trigger.edit_adv_follow.M_335,float,#N/A,,,,
336,trigger.adv_follow.IGNORE_DISABLED,bool,,,,,
336,trigger.edit_adv_follow.M_336,bool,#N/A,,,,
337,trigger.adv_follow.STEER_LOW_CHECK,bool,,,,,
337,trigger.edit_adv_follow.M_337,bool,#N/A,,,,
338,trigger.adv_follow.STEER_HIGH_CHECK,bool,,,,,
338,trigger.edit_adv_follow.M_338,bool,#N/A,,,,
339,trigger.adv_follow.ROTATE_DIR,bool,,,,,
339,trigger.edit_adv_follow.M_339,bool,#N/A,,,,
340,trigger.adv_follow.ROT_OFFSET,float,,,,,
340,trigger.edit_adv_follow.M_340,float,#N/A,,,,
341,trigger.effect.PRIORITY,int,,,,,
342,,,,,,,
343,ENTER_CHANNEL,int,enter id,,,,
344,trigger.effect.ENTER_CHANNEL,int,enter id,,,,
344,trigger.enter_preset.ENTER_CHANNEL,int,enter id,,,,
345,trigger.teleport.USE_FORCE,bool,,,,,
346,trigger.teleport.FORCE,float,,,,,
347,trigger.teleport.REDIRECT_FORCE,bool,,,,,
348,trigger.teleport.FORCE_MIN,float,,,,,
349,trigger.teleport.FORCE_MAX,float,,,,,
350,trigger.teleport.FORCE_MOD,float,,,,,
350,trigger.teleport.exit_portal.M_350,float,#N/A,,,,set to 1 by the game
351,trigger.teleport.KEEP_OFFSET,bool,,,,,
352,trigger.teleport.IGNORE_X,bool,,,,,
353,trigger.teleport.IGNORE_Y,bool,,,,,
354,trigger.teleport.GRAVITY,int,,,"[0, 3]","0: none, 1: normal, 2:flipped, 3:toggle",
355,trigger.effect.USE_EFFECT_ID,bool,,,,,
356,SCALE_STICK,bool,,,,,
357,trigger.adv_follow.NEAR_ACCEL,float,,,,,
357,trigger.edit_adv_follow.M_357,float,#N/A,,,,
358,trigger.adv_follow.NEAR_ACCEL_RAND,float,,,,,
358,trigger.edit_adv_follow.M_358,float,#N/A,,,,
359,trigger.adv_follow.NEAR_DIST,float,,,,,
359,trigger.edit_adv_follow.M_359,float,#N/A,,,,
360,trigger.adv_follow.NEAR_DIST_RAND,float,,,,,
360,trigger.edit_adv_follow.M_360,float,#N/A,,,,
361,trigger.adv_follow.EASING,float,,,,,
361,trigger.edit_adv_follow.M_361,float,#N/A,,,,
362,trigger.adv_follow.EASING_RAND,float,,,,,
362,trigger.edit_adv_follow.M_362,float,#N/A,,,,
363,trigger.adv_follow.ROT_EASING,float,,,,,
363,trigger.edit_adv_follow.M_363,float,#N/A,,,,
364,trigger.adv_follow.ROT_DEADZONE,float,,,,,
364,trigger.edit_adv_follow.M_364,float,#N/A,,,,
365,trigger.adv_follow.PRIORITY,int,,,,,
365,trigger.edit_adv_follow.M_365,int,#N/A,,,,
366,trigger.adv_follow.MAX_RANGE_REF,int,group id,,,,
366,trigger.edit_adv_follow.M_366,int,#N/A,,,,
367,trigger.adv_follow.MODE,int,,,"[0, 2]","0: 1, 2: 1, 2: 3",
367,trigger.edit_adv_follow.M_367,int,#N/A,,,,
368,trigger.arrow.INSTANT_OFFSET,bool,,,,,
369,trigger.CENTER_EFFECT,bool,,,,,
370,DISABLE_GRID_SNAP,bool,,,,,
371,trigger.zoom_camera.ZOOM,float,,,,,
371,trigger.camera_guide.ZOOM,float,,,,,
372,NO_AUDIO_SCALE,bool,,,,,
373,trigger.keyframe.KEY_ID,int,keyframe id,,,,
374,trigger.keyframe.INDEX,int,,,,,
375,trigger.keyframe.REF_ONLY,bool,,,,,
376,trigger.keyframe.CLOSE_LOOP,bool,,,,,
377,trigger.keyframe.PROX,bool,,,,,
378,trigger.keyframe.CURVE,bool,,,,,
379,trigger.keyframe.TIME_MODE,int,,,"[0, 2]","0: time, 1: event, 2: dist",
380,trigger.keyframe.PREVIEW_ART,bool,,,,,
381,trigger.collectible.PICKUP_ITEM,bool,,,,,
382,trigger.collectible.TOGGLE_TRIGGER,bool,,,,,
383,trigger.collectible.POINTS,int,,,,,
384,,,,,,,
385,trigger.ui.REF_X,int,,,"[1, 4]",,
386,trigger.ui.REF_Y,int,,,"[1, 4]",,
387,trigger.ui.RELATIVE_X,bool,,,,,
388,trigger.ui.RELATIVE_Y,bool,,,,,
389,item_label.SECONDS_ONLY,bool,,,,,
390,item_label.SPECIAL_ID,int,,,"[-3, 0]",,
391,item_label.ALIGNMENT,int,,,"[0, 2]",,
392,trigger.song.SONG_ID,int,song id,,,,
392,trigger.sfx.SFX_ID,int,sfx id,,,,
393,trigger.move.USE_SMALL_STEP,bool,,,,,
394,trigger.move.DIRECTION_MODE,bool,,,,,duplicated on the same object by the game
394,trigger.rotate.FOLLOW_MODE,bool,,,,,
394,trigger.rotate_camera.SNAP_360,bool,,,,,
395,trigger.move.TARGET_CENTER_ID,int,group id,,,,
396,trigger.move.TARGET_DISTANCE,float,units,,,,
397,trigger.move.DYNAMIC_MODE,bool,,,,,
397,trigger.rotate.DYNAMIC_MODE,bool,,,,,
398,,,,,,,
399,trigger.song.PREP,bool,,,,,
400,trigger.song.LOAD_PREP,bool,,,,,
401,trigger.rotate.AIM_TARGET,int,group id,,,,
402,trigger.rotate.AIM_OFFSET,float,,,,,
403,trigger.rotate.AIM_EASING,int,,,,,
404,trigger.song.SPEED,int,seconds,,,,
404,trigger.sfx.SPEED,int,seconds,,,,
405,trigger.song.M_405,int,#N/A,,,,
405,trigger.sfx.PITCH,int,octaves,,,,
406,trigger.song.VOLUME,float,,,,,
406,trigger.sfx.VOLUME,float,,,,,
407,trigger.sfx.USE_REVERB,bool,,,,,
407,trigger.song.M_407,bool,#N/A,,,,
408,trigger.song.START,int,miliseconds,,,,
408,trigger.sfx.START,int,miliseconds,,,,
409,trigger.song.FADE_IN,int,miliseconds,,,,
409,trigger.sfx.FADE_IN,int,miliseconds,,,,
410,trigger.song.END,int,miliseconds,,,,
410,trigger.sfx.END,int,miliseconds,,,,
411,trigger.song.FADE_OUT,int,miliseconds,,,,
411,trigger.sfx.FADE_OUT,int,miliseconds,,,,
412,trigger.sfx.FFT,bool,,,,,
412,trigger.song.M_412,bool,#N/A,,,,
413,trigger.song.LOOP,bool,,,,,
413,trigger.sfx.LOOP,bool,,,,,
414,trigger.song.STOP_LOOP,bool,,,,,
414,trigger.sfx.STOP_LOOP,bool,,,,,
415,trigger.sfx.UNIQUE,bool,,,,,
415,trigger.song.M_415,bool,#N/A,,,,
416,trigger.sfx.UNIQUE_ID,int,unique sfx id,,,,
416,trigger.song.M_416,int,#N/A,,,,
417,trigger.song.STOP_LOOP,bool,,,,,
417,trigger.sfx.STOP_LOOP,bool,,,,,
418,trigger.song.CHANGE_VOLUME,bool,,,,,
418,trigger.sfx.CHANGE_VOLUME,bool,,,,,
419,trigger.song.CHANGE_SPEED,bool,,,,,
419,trigger.sfx.CHANGE_SPEED,bool,,,,,
420,trigger.sfx.OVERRIDE,bool,,,,,
420,trigger.song.M_420,bool,#N/A,,,,
421,trigger.sfx.VOL_NEAR,float,,,,,
421,trigger.song.VOL_NEAR,float,,,,,
422,trigger.sfx.VOL_MED,float,,,,,
422,trigger.song.VOL_MED,float,,,,,
423,trigger.sfx.VOL_FAR,float,,,,,
423,trigger.song.FOL_VAR,float,,,,,
424,trigger.sfx.DIST_1,int,units,,,,
424,trigger.song.DIST_1,int,units,,,,
425,trigger.sfx.DIST_2,int,units,,,,
425,trigger.song.DIST_2,int,units,,,,
426,trigger.sfx.DIST_3,int,units,,,,
426,trigger.song.DIST_3,int,units,,,,
427,,,,,,,
428,trigger.sfx.CAMERA,bool,,,,,
428,trigger.song.CAMERA,bool,,,,,
429,,,,,,,
430,trigger.event.EVENTS,string,events,,,,
431,trigger.event.M_431,bool,#N/A,,,,
432,trigger.song.CHANNEL,int,song channel,,,,
433,trigger.sfx.PRE_LOAD,bool,,,,,
433,trigger.song.M_433,bool,#N/A,,,,
434,trigger.sfx.MIN_INT,float,,,,,
434,trigger.song.M_434,float,#N/A,,,,
435,trigger.sequence.SEQUENCE,string,group counts,,,,
436,trigger.sequence.MODE,int,,,"[0, 2]",,
437,trigger.sequence.MIN_INTERVAL,float,seconds,,,,
438,trigger.sequence.RESET_TIME,float,seconds,,,,
439,trigger.sequence.RESET_TYPE,bool,,,,,
440,trigger.collectible.PARTICLE,int,group id,,,,
441,trigger.spawn.ORDERED,bool,,,,,
442,trigger.spawn.REMAPS,string,group remaps,,,,
443,trigger.teleport.ADDITIVE_FORCE,bool,,,,,
444,trigger.DISABLE_MULTI_ACTIVATE,bool,,,,,
445,trigger.toggle_block.CLAIM_TOUCH,bool,,,,,
446,MATERIAL,int,material id,int16,,,
447,trigger.event.EXTRA_ID_1,int,material id,,,,
448,trigger.checkpoint.RESPAWN_ID,int,group id,,,,
449,trigger.pickup.MOD,float,,,,,
450,,,,,,,
451,,,,,,,
452,trigger.scale.RELATIVE_ROTATION,bool,,,,,
453,trigger.static_camera.SMOOTH_VELOCITY,bool,,,,,
454,trigger.static_camera.VELOCITY_MOD,float,,,,,
455,trigger.sfx.GROUP,int,group id,,,,
455,trigger.song.M_455,int,#N/A,,,,
456,trigger.gradient.PREVIEW_OPACITY,float,,,,,
457,trigger.sfx.GROUP_ID,int,sfx group,,,,
457,trigger.song.M_457,int,#N/A,,,,
458,trigger.sfx.DIRECTION,int,,,"[0,6]",,
458,trigger.song.DIRECTION,int,,,"[0,6]",,
459,trigger.keyframe.AUTO_LAYER,bool,,,,,
460,trigger.end.NO_EFFECTS,bool,,,,,
461,trigger.end.NO_SFX,bool,,,,,
462,animated.SINGLE_FRAME,int,,,,,
463,trigger.collectible.NO_ANIM,bool,,,,,
464,trigger.teleport.INSTANT_CAMERA,bool,,,,,
465,trigger.static_camera.EXIT_INSTANT,bool,,,,,
466,item_label.TIME_COUNTER,bool,,,,,
467,trigger.time.START_TIME,float,,,,,
468,trigger.time.DONT_OVERRIDE,bool,,,,,
469,trigger.time.IGNORE_TIMEWARP,bool,,,,,
470,trigger.time.MOD,float,,,,,
471,trigger.time.START_PAUSED,bool,,,,,
472,trigger.time_control.STOP,bool,,,,,
473,trigger.time_event.TARGET_TIME,float,,,,,
474,trigger.time.STOP,bool,,,,,
475,trigger.time_event.MULTI_ACTIVATE,bool,,,,,
476,trigger.item_edit.ITEM_TYPE_1,int,,,"[0, 5]",,
476,trigger.item_compare.ITEM_TYPE_1,int,,,"[0, 5]",,
477,trigger.item_edit.ITEM_TYPE_2,int,,,"[0, 5]",,
477,trigger.item_compare.ITEM_TYPE_2,int,,,"[0, 5]",,
478,trigger.item_edit.ITEM_TYPE_3,int,,,"[1, 3]",,
479,trigger.item_edit.MOD,float,,,,,
479,trigger.item_compare.MOD_1,float,,,,,
480,trigger.item_edit.ITEM_OP_1,int,,,"[0, 4]",,
480,trigger.item_compare.ITEM_OP_1,int,,,"[0, 4]",,
481,trigger.item_edit.ITEM_OP_2,int,,,"[1, 4]",,
481,trigger.item_compare.ITEM_OP_2,int,,,"[1, 4]",,
482,trigger.item_edit.ITEM_OP_3,int,,,"[3, 4]",,
482,trigger.item_compare.ITEM_OP_3,int,,,"[3, 4]",,
483,trigger.item_compare.MOD_2,float,,,,,
484,trigger.item_compare.TOLERANCE,float,,,,,
485,trigger.item_edit.ROUND_OP_1,int,,,"[0, 3]",,
485,trigger.item_compare.ROUND_OP_1,int,,,"[0, 3]",,
486,trigger.item_edit.ROUND_OP_2,int,,,"[0, 3]",,
486,trigger.item_compare.ROUND_OP_2,int,,,"[0, 3]",,
487,trigger.end.INSTANT,bool,,,,,
488,text.KERNING,int,units,,,,
488,item_label.KERNING,int,units,,,,
489,trigger.sfx.IGNORE_VOLUME,bool,,,,,
489,trigger.song.M_489,bool,#N/A,,,,
490,trigger.sfx.SFX_DURATION,float,,,,,
490,trigger.song.M_490,float,#N/A,,,,
491,trigger.item_persist.SET_PERSISTENT,bool,,,,,
492,trigger.item_persist.TARGET_ALL,bool,,,,,
493,trigger.item_persist.RESET,bool,,,,,
494,trigger.item_persist.TIMER,bool,,,,,
495,EXTRA_STICKY,bool,,,,,
496,DONT_BOOST_Y,bool,,,,,
497,SINGLE_COLOR_TYPE,int,,,"[0, 2]",,
498,trigger.bpm.BPM,int,bpm,,,,
499,trigger.bpm.SPEED,int,speed,,"[0,4]","0:1x, 1: 0.5x, 2:2x, 3:3x, 4:4x",
500,trigger.bpm.DISABLE,bool,,,,,
501,trigger.bpm.BPB,int,bpb,,,,
502,trigger.sfx.REVERB,int,,,"[0, 22]",,
502,trigger.song.M_502,int,#N/A,,,,
503,trigger.sfx.OVERRIDE_REVERB,bool,,,,,
503,trigger.song.M_503,bool,#N/A,,,,
504,trigger.toggle_block.SPAWN_ONLY,bool,,,,,
505,trigger.sequence.UNIQUE_REMAP,bool,,,,,
506,trigger.camera_guide.PREVIEW_OPACITY,float,,,,,
507,NO_PARTICLE,bool,,,,,
508,trigger.gradient.DISABLE_ALL,bool,,,,,
509,DONT_BOOST_X,bool,,,,,
510,trigger.teleport.SNAP_GROUND,bool,,,,,
511,EXTENDED_COLLISION,bool,,,,,
512,trigger.shader.SHOCKWAVE_MAX_SIZE,float,,,,,
512,trigger.shader.SHOCKLINE_MAX_SIZE,float,,,,,
512,trigger.shader.PINCH_RADIUS,float,,,,,
513,trigger.shader.SHOCKWAVE_ANIMATE,bool,,,,,
513,trigger.shader.SHOCKLINE_ANIMATE,bool,,,,,
514,trigger.shader.SHOCKWAVE_RELATIVE,bool,,,,,
514,trigger.shader.SHOCKLINE_RELATIVE,bool,,,,,
514,trigger.shader.GLITCH_RELATIVE,bool,,,,,
514,trigger.shader.CHROMATIC_RELATIVE,bool,,,,,
514,trigger.shader.CHROMATIC_GLITCH_RELATIVE,bool,,,,,
514,trigger.shader.PIXELATE_RELATIVE,bool,,,,,
514,trigger.shader.LENS_CIRCLE_RELATIVE,bool,,,,,
514,trigger.shader.MOTION_BLUR_RELATIVE,bool,,,,,
514,trigger.shader.BULGE_RELATIVE,bool,,,,,
514,trigger.shader.RELATIVE,bool,,,,,
515,trigger.shader.PIXELATE_HARD_EDGES,bool,,,,,
515,trigger.shader.RADIAL_BLUR_EMPTY_ONLY,bool,,,,,
515,trigger.shader.MOTION_BLUR_EMPTY_ONLY,bool,,,,,
516,trigger.rotate.MIN_X_ID,int,group id,,,,
516,trigger.move.M_516,int,#N/A,,,,
517,trigger.rotate.MIN_Y_ID,int,group id,,,,
517,trigger.move.M_517,int,#N/A,,,,
518,trigger.rotate.MAX_X_ID,int,group id,,,,
518,trigger.move.M_518,int,#N/A,,,,
519,trigger.rotate.MAX_Y_ID,int,group id,,,,
519,trigger.move.M_519,int,#N/A,,,,
520,trigger.animate_keyframe.TIME_MOD,float,,,,,
521,trigger.animate_keyframe.POS_X_MOD,float,,,,,
522,trigger.animate_keyframe.ROTATION_MOD,float,,,,,
523,trigger.animate_keyframe.SCALE_X_MOD,float,,,,,
524,trigger.keyframe.LINE_OPACITY,float,,,,,
525,trigger.event.EXTRA_ID_2,int,player id,,,,
526,trigger.force_block.VALUE_MIN,float,,,,,
527,trigger.force_block.VALUE_MAX,float,,,,,
528,trigger.force_block.RELATIVE,bool,,,,,
529,trigger.force_block.RANGE,bool,,,,,
530,trigger.force_block.FORCE_ID,int,force id,,,,
531,trigger.shader.DISABLE_PREVIEW,bool,,,,,
532,trigger.options.HIDE_ATTEMPTS,int,,,"[-1, 1]",,
533,trigger.change_bg.BG_ID,int,,,"[1, 59]",,
533,trigger.change_gr.GR_ID,int,,,,,
533,trigger.change_mg.MG_ID,int,,,,,
534,trigger.CONTROL_ID,int,control id,,,,
535,trigger.stop.USE_CONTROL_ID,bool,,,,,
535,trigger.edit_adv_follow.USE_CONTROL_ID,bool,,,,,
536,trigger.keyframe.SPIN_DIRECTION,int,,,"[0, 2]",,
537,trigger.keyframe.FULL_ROTATIONS,int,,,,,
538,trigger.effect.SPECIAL_CENTER,int,,,"[-11, 0]",,
539,trigger.effect.DEAP,bool,,,,,
540,trigger.player_control.STOP_JUMP,bool,,,,,
541,trigger.player_control.STOP_MOVE,bool,,,,,
542,trigger.player_control.STOP_ROTATION,bool,,,,,
543,trigger.player_control.STOP_SLIDE,bool,,,,,
544,trigger.move.SILENT,bool,,,,,
545,trigger.animate_keyframe.POS_Y_MOD,float,,,,,
546,trigger.animate_keyframe.SCALE_Y_MOD,float,,,,,
547,trigger.spawn_particle.OFFSET_X,float,,,,,
548,trigger.spawn_particle.OFFSET_Y,float,,,,,
549,trigger.spawn_particle.OFFVAR_X,float,,,,,
550,trigger.spawn_particle.OFFVAR_Y,float,,,,,
551,trigger.spawn_particle.MATCH_ROT,bool,,,,,
552,trigger.spawn_particle.ROTATION,float,,,,,
553,trigger.spawn_particle.ROTATION_RAND,float,,,,,
554,trigger.spawn_particle.SCALE,float,,,,,
555,trigger.spawn_particle.SCALE_RAND,float,,,,,
556,trigger.spawn.DELAY_RAND,float,,,,,
557,trigger.keyframe.SPAWN_DELAY,float,,,,,
558,trigger.adv_follow.FRICTION,float,,,,,
558,trigger.edit_adv_follow.M_558,float,#N/A,,,,
559,trigger.adv_follow.FRICTION_RAND,float,,,,,
559,trigger.edit_adv_follow.M_559,float,#N/A,,,,
560,trigger.adv_follow.START_SPEED_REF,int,group id,,,,
560,trigger.edit_adv_follow.SPEED_REF,int,group id,,,,
561,trigger.adv_follow.NEAR_FRICTION,float,,,,,
561,trigger.edit_adv_follow.M_561,float,#N/A,,,,
562,trigger.adv_follow.NEAR_FRICTION_RAND,float,,,,,
562,trigger.edit_adv_follow.M_562,float,#N/A,,,,
563,trigger.adv_follow.START_DIR,float,,,,,
563,trigger.edit_adv_follow.DIR,float,,,,,
564,trigger.adv_follow.START_DIR_RAND,float,,,,,
564,trigger.edit_adv_follow.DIR_RAND,float,,,,,
565,trigger.adv_follow.START_DIR_REF,int,group id,,,,
565,trigger.edit_adv_follow.DIR_REF,int,group id,,,,
566,trigger.edit_adv_follow.MOD_X,float,,,,,
567,trigger.edit_adv_follow.MOD_X_RAND,float,,,,,
568,trigger.edit_adv_follow.MOD_Y,float,,,,,
569,trigger.edit_adv_follow.MOD_Y_RAND,float,,,,,
570,trigger.edit_adv_follow.REDIRECT_DIR,bool,,,,,
571,trigger.adv_follow.EXCLUSIVE,bool,,,,,
571,trigger.edit_adv_follow.M_571,bool,#N/A,,,,
